employee_id,training_date,training_type,training_outcome,location,trainer,training_duration_days,training_cost,training_program_id,training_program_name
2652,2022-10-23,External,Incomplete,Lake Michael,Lisa Rodgers,1,424.44,5,Customer Service
2653,2023-01-24,Internal,Incomplete,Singletonmouth,Kelly Walker,3,139.71,1,Technical Skills
2654,2023-03-18,External,Passed,West Judy,Jason Parker,3,428.13,4,Communication Skills
2655,2023-05-31,External,Incomplete,Cameronchester,Robert Keller,3,972.66,3,Project Management
2656,2023-02-25,External,Failed,Youngview,Kevin Decker,1,877.57,4,Communication Skills
2657,2023-05-08,External,Failed,Port Cynthia,Sharon Cain,3,751.13,3,Project Management
2658,2023-06-29,External,Passed,Jessicamouth,Henry Brown,1,471.89,1,Technical Skills
2659,2022-08-30,External,Failed,South Wanda,Michael Wheeler,3,957.63,5,Customer Service
2660,2022-09-07,External,Passed,Greenfort,Mary Villanueva,1,788.33,3,Project Management
2661,2023-01-12,Internal,Completed,Matthewton,Allen Miller,4,220.32,4,Communication Skills
2662,2023-03-10,External,Completed,Lake Josephtown,Dustin Phillips,5,406.1,3,Project Management
2663,2022-12-17,External,Passed,North Elizabethberg,Taylor Lopez,4,819.64,5,Customer Service
2664,2022-09-13,External,Incomplete,Halefurt,Elizabeth Lloyd,3,355.84,3,Project Management
2665,2022-09-03,Internal,Completed,Port Jenniferfort,William Graham,4,786.38,4,Communication Skills
2666,2023-02-02,Internal,Failed,Lake Brett,Kiara Davenport,2,460.62,3,Project Management
2667,2023-02-05,External,Passed,Priceville,Isaiah Oconnell DDS,4,821.39,2,Leadership Development
2668,2023-01-19,Internal,Passed,East Selenaville,Stephen Silva,3,968.31,3,Project Management
2669,2023-03-17,Internal,Completed,New Richard,Grace Davis,3,912.22,3,Project Management
2670,2023-06-28,External,Completed,Amandaside,Marc Smith,4,144.83,3,Project Management
2671,2023-01-14,Internal,Passed,Karenchester,Stephanie Parrish,4,425.59,3,Project Management
2672,2023-07-18,Internal,Incomplete,Bishophaven,Gabriel Miller,2,118.43,3,Project Management
2673,2023-05-11,Internal,Incomplete,Sarashire,Candace Anderson,2,281.27,5,Customer Service
2674,2023-04-05,External,Incomplete,North Benjaminchester,Joshua Deleon,5,283.65,5,Customer Service
2675,2022-10-07,Internal,Completed,Lake Shannonborough,Joshua Harrington,3,475.75,5,Customer Service
2676,2022-10-11,External,Failed,East Matthewbury,Jennifer Reed,3,188.07,2,Leadership Development
2677,2022-12-30,External,Incomplete,West Carl,Aaron Duncan,4,843.69,1,Technical Skills
2678,2023-04-06,External,Failed,Mooreburgh,Alexa Brown,3,166.28,3,Project Management
2679,2022-08-17,External,Completed,Reynoldsside,Amanda Decker,2,119.62,4,Communication Skills
2680,2023-05-11,Internal,Failed,Evanhaven,Samantha Jackson,2,400.81,5,Customer Service
2681,2023-01-26,Internal,Completed,Sarahshire,Cassandra Davis,1,318.38,2,Leadership Development
2682,2023-05-05,External,Failed,North Johnville,Amanda Huff,3,238.12,4,Communication Skills
2683,2022-08-26,External,Passed,East Tammy,Dawn Moon,2,412.34,1,Technical Skills
2684,2023-01-23,Internal,Passed,Cassandrashire,William Frank,5,776.58,4,Communication Skills
2685,2023-02-07,External,Passed,West Kevinton,Nancy Mills,4,231.34,3,Project Management
2686,2022-11-12,External,Completed,Lake Danielle,Courtney Palmer,1,278.7,3,Project Management
2687,2023-07-20,External,Incomplete,East Kelsey,Edward Davis,1,272.22,1,Technical Skills
2688,2022-11-18,External,Completed,East Christopherhaven,Morgan Carlson,2,638.6,5,Customer Service
2689,2023-07-12,External,Passed,Leslieburgh,James Reid,1,812.6,3,Project Management
2690,2023-02-23,External,Completed,Cannonfurt,Ryan Decker,1,134.11,1,Technical Skills
2691,2022-12-29,External,Failed,Lewisstad,Kayla Peterson,3,934.3,3,Project Management
2692,2023-05-30,External,Completed,New Matthew,David Roberts,1,614.11,4,Communication Skills
2693,2023-05-16,External,Failed,Marieshire,Barbara Thomas,2,175.75,3,Project Management
2694,2022-08-08,External,Failed,North Christopher,Sandra Warren,2,167.34,5,Customer Service
2695,2023-01-25,External,Passed,Pughstad,Grant Long,2,123.83,5,Customer Service
2696,2023-03-29,External,Incomplete,Lake Anthony,Nicholas King,2,932.48,1,Technical Skills
2697,2023-02-19,Internal,Completed,Carlhaven,Leonard Hancock,4,714.81,3,Project Management
2698,2022-12-12,Internal,Incomplete,Biancafort,Cindy Richard,3,152.78,3,Project Management
2699,2023-01-31,External,Incomplete,Michellebury,Julia Smith,2,717.16,1,Technical Skills
2700,2023-06-29,External,Failed,Port Thomasville,Michael Lynch,1,272.59,1,Technical Skills
2701,2023-04-20,External,Incomplete,Moorefurt,Rebecca Ball,5,155.14,2,Leadership Development
2702,2022-09-05,Internal,Completed,Alfredmouth,Gregg Jacobs,1,328.74,4,Communication Skills
2703,2023-03-31,Internal,Passed,Lake Melissa,Joel Romero,2,775.58,2,Leadership Development
2704,2022-12-10,Internal,Incomplete,Phillipsstad,Luis Ingram,2,499.97,2,Leadership Development
2705,2023-05-24,External,Incomplete,Lake Lindaburgh,Angela Simmons,1,826.31,4,Communication Skills
2706,2023-03-28,Internal,Failed,Johnmouth,Brian Espinoza,5,258.38,2,Leadership Development
2707,2022-11-16,External,Incomplete,Melissaberg,Tonya Austin,3,412.09,5,Customer Service
2708,2022-12-04,Internal,Failed,Lake Matthew,William Stanley,5,294.23,2,Leadership Development
2709,2022-10-15,Internal,Failed,Donaldshire,Molly Nguyen,2,415.45,1,Technical Skills
2710,2023-07-20,Internal,Failed,West Thomasstad,Samantha Benson,5,807.71,5,Customer Service
2711,2022-09-13,Internal,Completed,East Michaelville,Andrew Maldonado,1,408.39,2,Leadership Development
2712,2023-01-30,External,Passed,Lake Scottville,Richard Hammond,1,741.6,4,Communication Skills
2713,2023-04-09,External,Completed,Hintonhaven,Matthew Parker,3,193.48,1,Technical Skills
2714,2023-01-08,Internal,Incomplete,New Amyfort,David Watkins,5,831.09,1,Technical Skills
2715,2022-10-14,External,Completed,Phillipsport,Michelle Hicks,5,573.56,5,Customer Service
2716,2023-01-16,Internal,Completed,Port Haroldtown,Dave Williams,4,247.11,2,Leadership Development
2717,2023-03-25,Internal,Passed,Wagnerfort,Dennis Davis,5,866.13,4,Communication Skills
2718,2022-11-13,Internal,Incomplete,North Amber,Daniel Green,5,760.24,3,Project Management
2719,2023-07-25,Internal,Passed,Lake Mirandamouth,Mrs. Stacey Martinez,5,992.93,2,Leadership Development
2720,2023-05-09,External,Failed,Ginaton,Michael Bailey,2,960.4,5,Customer Service
2721,2022-10-19,Internal,Incomplete,East Adrianhaven,Richard Fisher,4,173.54,3,Project Management
2722,2023-07-17,External,Passed,Reedfurt,Robert Torres,1,334.08,2,Leadership Development
2723,2023-07-22,External,Incomplete,South Kimberly,Christy Jones,3,763.23,2,Leadership Development
2724,2023-06-03,External,Completed,Port Nicholasfort,Abigail Higgins,2,611.51,2,Leadership Development
2725,2022-12-29,Internal,Incomplete,East Stephen,Allison Moore,2,354.21,1,Technical Skills
2726,2023-01-16,External,Passed,Lake Jacqueline,Christine Logan,3,502.39,5,Customer Service
2727,2022-12-31,Internal,Incomplete,Daisyview,Donna Cain PhD,2,687.99,4,Communication Skills
2728,2023-01-27,Internal,Completed,Millerborough,Jeremy Morris,5,877.47,3,Project Management
2729,2023-07-06,External,Passed,Scottchester,Mrs. Tracey Martinez,2,700.04,2,Leadership Development
2730,2023-05-20,External,Incomplete,East Michael,Teresa Jenkins,5,486.43,3,Project Management
2731,2023-04-20,Internal,Failed,West Hollymouth,Christopher White,1,897.96,1,Technical Skills
2732,2023-02-23,Internal,Completed,Michaelview,Megan Hill,3,147.28,5,Customer Service
2733,2023-02-12,Internal,Completed,New Toddville,Michael Smith,5,612.96,2,Leadership Development
2734,2023-02-22,External,Completed,Lake Tanya,Dennis Lucas,5,953.92,4,Communication Skills
2735,2022-11-12,External,Incomplete,Smithburgh,Anthony Young,1,519.23,2,Leadership Development
2736,2023-03-05,Internal,Passed,Nelsonburgh,Linda Weaver,1,297.94,1,Technical Skills
2737,2023-04-18,Internal,Failed,South Tyronetown,Sandra Jenkins,5,317.55,4,Communication Skills
2738,2022-10-01,Internal,Incomplete,Chapmanmouth,Harold Harper,5,880.42,4,Communication Skills
2739,2022-08-21,Internal,Completed,East Shaneside,Jenny Peters,1,457.71,5,Customer Service
2740,2023-05-17,Internal,Completed,South Desiree,Michelle Moreno,3,200.27,4,Communication Skills
2741,2022-09-26,External,Failed,Amandamouth,Jonathan Sparks,5,573.08,1,Technical Skills
2742,2022-09-05,Internal,Incomplete,Millermouth,Lisa Stevens,4,785.39,4,Communication Skills
2743,2023-04-20,Internal,Failed,Lake Monica,Laura Walker,3,437.36,1,Technical Skills
2744,2022-10-29,External,Incomplete,Butlershire,Mr. Christopher Howard II,5,955.17,1,Technical Skills
2745,2022-10-12,Internal,Failed,Priceshire,Andres Thomas,3,542.56,1,Technical Skills
2746,2023-02-12,External,Incomplete,Rochatown,Renee Mcdonald,5,399.23,3,Project Management
2747,2022-10-15,External,Failed,West Laurentown,Rhonda Rivera,2,677.74,1,Technical Skills
2748,2023-01-14,External,Completed,Port Madison,Christopher Mitchell,2,301.42,3,Project Management
2749,2022-11-19,External,Failed,Wilsonmouth,Andrea Barker,5,149.65,5,Customer Service
2750,2023-02-27,Internal,Passed,New Carlyview,Derek Johnston,1,462.45,5,Customer Service
2751,2023-02-15,External,Incomplete,East Michael,Brian Cobb,2,585.76,4,Communication Skills
2752,2022-12-06,Internal,Incomplete,Alexandraview,Mary Robinson,5,450.64,5,Customer Service
2753,2022-10-18,Internal,Completed,Natashaton,Rachel Dixon,1,437.7,4,Communication Skills
2754,2023-04-04,Internal,Failed,Port Eric,Michael Mckinney,1,823.08,3,Project Management
2755,2022-12-21,Internal,Completed,New James,Matthew Mueller,4,118.68,1,Technical Skills
2756,2023-04-04,External,Completed,East Michaelton,Dr. Craig Baker,5,120.79,4,Communication Skills
2757,2022-12-19,External,Failed,South Robin,Jonathan Alvarez,1,519.35,1,Technical Skills
2758,2023-05-17,External,Incomplete,Jasonview,Christine Stein,4,100.17,1,Technical Skills
2759,2023-06-30,Internal,Incomplete,Port William,Cathy Velazquez,1,662.8,3,Project Management
2760,2023-05-03,Internal,Completed,Chaseside,Caitlin Chavez,3,287.59,2,Leadership Development
2761,2022-11-26,External,Incomplete,East Kerri,Victoria Stevens,4,653.32,3,Project Management
2762,2023-04-26,Internal,Failed,Kimberlymouth,Jeremy Mendez,3,254.85,2,Leadership Development
2763,2022-11-24,External,Completed,Michaelbury,Steven Williams,4,430.35,1,Technical Skills
2764,2023-06-14,External,Incomplete,Thompsonmouth,Monique Wang,5,755.77,4,Communication Skills
2765,2023-03-30,Internal,Incomplete,Michaelside,Lauren Matthews,2,529.91,5,Customer Service
2766,2023-03-25,External,Completed,New Richardburgh,Michelle Lara,1,440.14,1,Technical Skills
2767,2023-01-21,Internal,Passed,West Tara,Jennifer Thomas,2,972.3,5,Customer Service
2768,2022-10-24,Internal,Incomplete,New Judithside,Patrick Jones,5,176.6,3,Project Management
2769,2023-07-17,Internal,Completed,Brittneyfort,Kelsey Scott,1,747.74,3,Project Management
2770,2023-07-07,External,Passed,Stephensfurt,Kimberly Martinez,5,451.03,5,Customer Service
2771,2022-12-11,Internal,Incomplete,New Stephen,Luis Wiley,5,255.16,1,Technical Skills
2772,2023-02-06,Internal,Passed,Hessburgh,Timothy Valdez,5,258.08,2,Leadership Development
2773,2023-02-02,Internal,Completed,Port Aaron,Jonathan Todd,4,697.67,4,Communication Skills
2774,2023-08-05,Internal,Passed,Byrdville,David Martin,5,694.23,4,Communication Skills
2775,2022-11-05,Internal,Incomplete,Dustinville,Gerald Gonzales,1,703.45,1,Technical Skills
2776,2023-07-09,External,Incomplete,Charleschester,Sarah Willis,1,134.44,2,Leadership Development
2777,2023-07-25,Internal,Failed,East Rebeccaburgh,Anthony Holland,2,458.37,4,Communication Skills
2778,2022-10-06,External,Failed,Lake Cassandraburgh,Leonard Garner,5,594.73,3,Project Management
2779,2023-02-13,Internal,Completed,Colemanburgh,Ann Stevens,3,330.68,2,Leadership Development
2780,2022-12-24,Internal,Incomplete,Elizabethside,Lisa Harrell,3,625.69,4,Communication Skills
2781,2022-11-12,Internal,Completed,South Tiffany,Dustin Haley,5,437.26,2,Leadership Development
2782,2022-10-17,Internal,Passed,New Jamieshire,Mark Lopez,2,134.99,2,Leadership Development
2783,2023-05-20,External,Incomplete,Port Vanessamouth,Steven Miller,4,880.21,1,Technical Skills
2784,2022-09-08,Internal,Completed,Owenston,Ian Snow,5,427.99,5,Customer Service
2785,2022-11-26,Internal,Completed,Markshire,Amanda Gardner,1,925.68,1,Technical Skills
2786,2023-06-16,External,Incomplete,Reynoldsland,David Rogers,4,485.05,4,Communication Skills
2787,2023-04-18,External,Passed,Gordonmouth,Victoria Riley,5,720.07,1,Technical Skills
2788,2023-01-21,External,Incomplete,Lake Dennis,Michaela Diaz,5,161.15,3,Project Management
2789,2023-06-06,Internal,Completed,Lake Taratown,Lori Wall,4,899.17,3,Project Management
2790,2022-09-20,External,Incomplete,Brooksport,Tim Henderson,1,438.31,4,Communication Skills
2791,2023-04-08,Internal,Passed,Youngland,Allison Manning,3,903.18,4,Communication Skills
2792,2023-05-21,External,Passed,Valenzuelaview,April Peterson,2,607.81,1,Technical Skills
2793,2022-10-09,External,Incomplete,Williamstad,Evan Adams,1,774.44,3,Project Management
2794,2023-01-10,Internal,Incomplete,Debraview,Kim Shea,3,644.38,5,Customer Service
2795,2023-04-30,Internal,Failed,Horneside,Jaclyn Cordova,4,457.74,5,Customer Service
2796,2022-10-19,External,Incomplete,Theresastad,John Choi,2,840.27,4,Communication Skills
2797,2022-12-18,External,Failed,Blackborough,Paula Gill,1,559.59,4,Communication Skills
2798,2023-04-24,External,Completed,Lindaside,Keith Scott,1,840.65,2,Leadership Development
2799,2023-07-28,Internal,Incomplete,Stephaniemouth,Debbie Arnold,1,543.46,4,Communication Skills
2800,2022-12-20,External,Incomplete,New Frankshire,David Young,1,729.03,5,Customer Service
2801,2023-06-14,External,Incomplete,Vazquezport,Annette Thomas,4,449.65,2,Leadership Development
2802,2023-04-21,External,Passed,Megantown,Tanya Lozano,3,213.38,1,Technical Skills
2803,2023-01-29,Internal,Failed,Adamsmouth,Emma Wright,4,106.21,2,Leadership Development
2804,2023-01-26,Internal,Completed,Lake Kimberly,Jamie Kim,5,483.07,2,Leadership Development
2805,2023-07-18,Internal,Passed,Melissahaven,Nicole Medina,2,515.31,3,Project Management
2806,2023-05-27,Internal,Incomplete,Lake Andreaville,Zachary Jackson,5,290.8,4,Communication Skills
2807,2023-04-16,Internal,Passed,Montgomeryport,Antonio Kidd,4,977.46,5,Customer Service
2808,2022-09-23,External,Passed,East Connor,Susan Fowler,5,105.41,4,Communication Skills
2809,2022-12-21,Internal,Failed,Jonesmouth,Patricia Hernandez,2,856.23,1,Technical Skills
2810,2023-04-05,Internal,Incomplete,Lake Lisamouth,Michael Lyons,3,964.33,1,Technical Skills
2811,2022-11-04,External,Completed,Robertview,Amanda Andersen,3,589.88,1,Technical Skills
2812,2022-11-25,External,Incomplete,Flowerston,Dr. Natalie Pacheco,4,663.36,2,Leadership Development
2813,2023-04-20,Internal,Completed,North Margaretstad,Steven Blair,2,249.88,1,Technical Skills
2814,2023-07-31,Internal,Passed,Mooreborough,Melissa Morgan,2,809.89,2,Leadership Development
2815,2023-05-10,Internal,Completed,Dustinhaven,Priscilla Andrews,5,224.58,3,Project Management
2816,2023-03-17,External,Incomplete,North Mario,Robert May,3,251.78,3,Project Management
2817,2023-01-13,External,Failed,Montoyaville,Charles Rubio,2,314.0,1,Technical Skills
2818,2023-02-27,External,Completed,South Annmouth,Edwin Brown,5,453.51,1,Technical Skills
2819,2023-07-31,Internal,Failed,North Rebecca,Lisa Hebert,2,595.4,2,Leadership Development
2820,2022-10-23,External,Completed,Ericberg,Mrs. Margaret Moon DDS,2,606.3,3,Project Management
2821,2023-03-06,Internal,Incomplete,Aaronborough,David Cunningham,5,841.22,1,Technical Skills
2822,2022-09-18,Internal,Failed,East Michael,Jessica Berry,4,912.5,4,Communication Skills
2823,2022-09-04,External,Incomplete,West Jesse,Amanda White,2,196.27,4,Communication Skills
2824,2022-09-07,Internal,Incomplete,Hoffmanbury,Molly Miranda,1,224.09,3,Project Management
2825,2022-11-02,External,Completed,Whiteberg,Alexandra Smith,2,363.8,1,Technical Skills
2826,2023-07-13,Internal,Failed,Craigton,David Wright,2,656.05,5,Customer Service
2827,2022-09-07,Internal,Incomplete,East Brandonfort,Andrea Daugherty,1,629.85,2,Leadership Development
2828,2023-01-30,Internal,Completed,Deborahville,Dennis Romero,3,915.92,4,Communication Skills
2829,2022-10-26,External,Passed,North Michaelchester,Francis Rosales,3,487.27,5,Customer Service
2830,2022-12-06,External,Completed,Whitebury,Shawn Dillon,1,266.42,3,Project Management
2831,2023-02-09,External,Incomplete,Christineport,Cynthia Allen,1,277.22,4,Communication Skills
2832,2022-12-23,Internal,Incomplete,Hebertville,Andrew Harvey,1,545.87,5,Customer Service
2833,2022-08-24,External,Incomplete,Heidiburgh,Melanie Harris,3,182.84,2,Leadership Development
2834,2023-06-10,External,Completed,Port Stacymouth,Casey West,4,149.67,1,Technical Skills
2835,2022-11-22,Internal,Completed,Moorefurt,Amber Berry,4,939.72,5,Customer Service
2836,2023-05-18,External,Completed,Port Mike,Brian Williams,5,410.04,5,Customer Service
2837,2023-06-08,External,Incomplete,Sandersfort,Tonya Stein,1,945.59,4,Communication Skills
2838,2023-05-18,Internal,Completed,Port Andreaton,Robert Flores,4,539.06,4,Communication Skills
2839,2022-08-07,External,Incomplete,South Melissamouth,Laura Palmer,2,837.22,5,Customer Service
2840,2022-10-04,Internal,Incomplete,Rodneyton,Brandon Fuller,3,360.08,5,Customer Service
2841,2023-04-22,Internal,Completed,Port Tinastad,Lauren Parker,2,405.48,5,Customer Service
2842,2022-12-22,Internal,Failed,Huffton,Becky Curtis,4,577.78,3,Project Management
2843,2022-10-01,External,Completed,Thomasmouth,Amanda Woodard,2,102.16,2,Leadership Development
2844,2022-08-28,Internal,Passed,Port Lauren,Bobby Knight,5,336.98,2,Leadership Development
2845,2023-02-06,External,Completed,South Lori,Pamela Myers,2,764.22,5,Customer Service
2846,2022-09-02,Internal,Incomplete,Lake Courtney,Joseph Nelson,2,326.54,4,Communication Skills
2847,2023-07-16,Internal,Completed,Port Douglas,Beth Ryan,3,762.23,5,Customer Service
2848,2023-07-21,Internal,Failed,Adammouth,Michelle Sullivan,2,510.12,5,Customer Service
2849,2023-05-06,Internal,Failed,Kristybury,Donna Gonzalez,3,706.23,1,Technical Skills
2850,2023-04-26,External,Passed,Jaredtown,Thomas Villarreal,2,634.36,1,Technical Skills
2851,2023-07-16,Internal,Failed,West Cherylland,Rebecca Bullock,2,718.77,4,Communication Skills
2852,2023-06-23,Internal,Incomplete,Brownbury,Austin Moss,3,820.39,4,Communication Skills
2853,2023-01-01,Internal,Passed,West Dennisborough,Tyrone Fernandez,1,835.07,2,Leadership Development
2854,2023-04-18,External,Incomplete,West Wesley,Kevin Moore,4,670.82,3,Project Management
2855,2022-09-05,External,Passed,East Laurenstad,Kathleen Valenzuela,1,596.23,1,Technical Skills
2856,2023-01-03,Internal,Completed,Port Joshuaport,Rebecca Frazier,2,842.67,5,Customer Service
2857,2022-12-25,Internal,Completed,North Edwardtown,Alyssa Morrow,3,229.18,5,Customer Service
2858,2022-11-10,Internal,Failed,South Desireebury,Jerry Berry,3,851.72,3,Project Management
2859,2022-09-23,Internal,Completed,New Thomas,Brett Hernandez,1,798.08,1,Technical Skills
2860,2022-09-13,External,Passed,North William,Mark Flores,3,587.16,2,Leadership Development
2861,2022-11-07,External,Completed,Lake Johnbury,Stephen Estrada,2,828.48,3,Project Management
2862,2023-04-11,Internal,Incomplete,Edwardview,Theresa Burke,3,192.39,4,Communication Skills
2863,2022-12-08,Internal,Completed,North Robert,Gabrielle Pierce,4,422.27,5,Customer Service
2864,2023-06-16,External,Failed,New Jillfort,Lori Miles,4,242.25,2,Leadership Development
2865,2023-03-22,External,Passed,Maryville,Tracy Gonzalez,4,653.99,5,Customer Service
2866,2023-04-11,External,Passed,Millerport,Gabriella Salazar,5,792.46,3,Project Management
2867,2023-02-21,External,Incomplete,Davidstad,Lisa Snyder,4,317.26,2,Leadership Development
2868,2023-06-17,External,Failed,Rodriguezberg,Jacob Richards,5,866.79,2,Leadership Development
2869,2023-05-04,Internal,Completed,Lake David,Ian Simon,2,422.63,2,Leadership Development
2870,2023-02-24,Internal,Passed,Margaretfort,Robert Ortiz,5,413.42,3,Project Management
2871,2022-10-16,External,Incomplete,Richardfurt,Trevor Holmes,5,900.02,4,Communication Skills
2872,2023-03-20,Internal,Passed,Morenoland,Matthew Shaffer,3,573.84,4,Communication Skills
2873,2023-06-05,Internal,Failed,Phamborough,Courtney Gray,2,801.16,3,Project Management
2874,2022-09-27,Internal,Passed,Port Tylerfort,Ryan Powers,5,107.25,3,Project Management
2875,2022-09-17,External,Incomplete,East Andrew,Maurice Green,1,892.56,3,Project Management
2876,2023-07-05,External,Failed,Joshuaberg,Alejandro Newman,1,429.89,3,Project Management
2877,2022-12-10,Internal,Failed,Ponceville,Theresa Mcclure,4,664.5,5,Customer Service
2878,2022-12-01,Internal,Incomplete,West Luishaven,Roy Stone,5,925.8,3,Project Management
2879,2023-06-15,External,Failed,Georgeburgh,Jessica Golden,3,118.94,5,Customer Service
2880,2023-02-15,Internal,Failed,New Matthew,Ryan Gray,4,932.34,3,Project Management
2881,2023-05-18,External,Incomplete,Mooneyborough,Alexandra Andrews,1,624.59,2,Leadership Development
2882,2023-04-21,Internal,Failed,North Russellmouth,Kevin Vasquez,4,835.35,2,Leadership Development
2883,2023-05-11,External,Completed,East Michelle,Troy Turner,4,597.63,5,Customer Service
2884,2023-05-01,External,Passed,Emilyfort,Brooke White,4,974.28,1,Technical Skills
2885,2022-12-29,External,Passed,Lake Joshua,Michael Johnson,1,176.13,4,Communication Skills
2886,2023-07-09,External,Incomplete,West Kennethburgh,Christopher Mueller,4,263.04,1,Technical Skills
2887,2023-04-15,Internal,Completed,Vanessamouth,Melissa Shah,5,411.52,4,Communication Skills
2888,2023-03-17,External,Completed,North Steven,Matthew Cox,4,119.5,5,Customer Service
2889,2022-10-13,Internal,Passed,Brownhaven,Robert Yates,2,817.04,5,Customer Service
2890,2022-10-10,Internal,Completed,Jeffport,John Williams DDS,5,838.84,1,Technical Skills
2891,2022-12-31,External,Incomplete,Mcguireside,Anthony Obrien,4,767.51,1,Technical Skills
2892,2022-08-10,External,Passed,Port Jasmine,Steven Terrell,5,990.52,1,Technical Skills
2893,2023-06-05,Internal,Completed,South Nicholasbury,Dustin Smith,5,205.24,2,Leadership Development
2894,2023-06-30,Internal,Completed,Christophermouth,Julie Williams,5,203.06,5,Customer Service
2895,2022-11-15,External,Incomplete,Belltown,Nathan Hill,4,555.6,3,Project Management
2896,2023-07-01,Internal,Passed,Mitchelltown,Erin Day,5,794.92,1,Technical Skills
2897,2022-11-26,Internal,Passed,Andrewston,John Gallagher,2,926.17,2,Leadership Development
2898,2023-06-22,Internal,Completed,New Gabrielstad,Erik Marsh,1,832.37,2,Leadership Development
2899,2023-03-26,Internal,Completed,Kyleberg,Michael Wilcox,5,128.8,2,Leadership Development
2900,2023-01-16,External,Passed,Joelberg,Erin Everett,4,255.02,5,Customer Service
2901,2023-07-13,Internal,Incomplete,Rhondaview,Tracy Russell,4,674.34,2,Leadership Development
2902,2023-03-31,External,Incomplete,Port Scott,Kevin Deleon,2,778.36,3,Project Management
2903,2023-06-22,External,Failed,New Patriciabury,Sandra Andrade,2,906.63,5,Customer Service
2904,2023-05-06,External,Failed,Rachaelstad,Kristi Hampton,4,986.01,1,Technical Skills
2905,2022-10-14,External,Passed,Johnsonberg,Jessica Caldwell,5,846.88,2,Leadership Development
2906,2022-12-06,External,Incomplete,Reedside,Scott Williams,1,998.74,1,Technical Skills
2907,2023-02-12,External,Completed,Elizabethbury,Tiffany Cox,4,510.69,4,Communication Skills
2908,2022-11-28,External,Passed,North Jeanfurt,Crystal Elliott,1,100.55,2,Leadership Development
2909,2023-05-12,Internal,Passed,Lake Elizabeth,Heather Baker,4,818.39,1,Technical Skills
2910,2022-09-19,Internal,Incomplete,New Nathanstad,Andrea Gould,1,763.78,1,Technical Skills
2911,2023-03-28,Internal,Passed,Biancaside,Angelica Franco,1,292.36,1,Technical Skills
2912,2023-01-11,Internal,Completed,South Joshua,Andrew Garcia,2,990.45,4,Communication Skills
2913,2022-12-01,External,Completed,Donovanstad,Jennifer Bray,3,989.75,4,Communication Skills
2914,2022-10-15,Internal,Failed,Port Robertotown,Justin Long,1,194.13,4,Communication Skills
2915,2023-03-25,Internal,Incomplete,North Margaretshire,Peter Stokes,2,993.79,1,Technical Skills
2916,2022-10-09,Internal,Incomplete,South Nathan,Sylvia Obrien,2,932.4,1,Technical Skills
2917,2022-10-15,External,Passed,Johnsonview,Cameron Martin,3,636.37,5,Customer Service
2918,2022-08-28,External,Failed,East Amberside,Brandy Greene,1,333.03,3,Project Management
2919,2023-04-23,Internal,Failed,Port Cindymouth,Jay Lopez,1,195.63,1,Technical Skills
2920,2022-09-27,External,Completed,Shawnchester,Cassandra Mendoza,2,140.27,1,Technical Skills
2921,2023-01-11,External,Incomplete,Lynchfort,Beth Fields,1,465.54,5,Customer Service
2922,2023-05-19,External,Incomplete,West Heathertown,Donna Joseph,1,713.3,1,Technical Skills
2923,2022-10-15,Internal,Failed,Castilloshire,Jason Clayton,4,632.73,1,Technical Skills
2924,2022-10-31,External,Failed,Bishophaven,Natalie Thomas,1,244.84,1,Technical Skills
2925,2023-04-14,External,Failed,New John,Katie Bullock,4,689.93,4,Communication Skills
2926,2023-03-17,Internal,Failed,Hudsonfort,Mrs. Jessica Alvarado MD,3,459.59,1,Technical Skills
2927,2022-10-15,External,Failed,Wolfetown,Kevin Turner,4,597.54,1,Technical Skills
2928,2023-06-21,External,Incomplete,Selenamouth,Steven Dominguez,2,175.63,4,Communication Skills
2929,2022-09-23,Internal,Passed,East Christine,Charles Brandt,5,120.14,3,Project Management
2930,2023-02-23,External,Failed,Schmittborough,Ricardo Reed,5,871.29,1,Technical Skills
2931,2023-07-23,External,Passed,Ericside,Kathleen Lee,1,485.84,2,Leadership Development
2932,2023-05-17,External,Completed,Simpsonland,Alex Scott,2,275.36,4,Communication Skills
2933,2023-07-02,External,Incomplete,Bakerview,Angel Burgess,3,933.67,4,Communication Skills
2934,2023-03-14,Internal,Passed,West Marissa,Jennifer Castro,4,927.08,1,Technical Skills
2935,2023-07-25,External,Passed,South Robin,April Brown,4,395.52,4,Communication Skills
2936,2022-12-23,Internal,Completed,South Jeff,Christopher Young,3,123.26,2,Leadership Development
2937,2023-07-25,Internal,Completed,Port Ethan,Tracey Taylor,3,198.45,2,Leadership Development
2938,2023-05-18,Internal,Passed,Stephenstad,Jordan Green,2,478.07,4,Communication Skills
2939,2022-09-06,External,Completed,New Randyborough,Brandon Collins,3,285.5,3,Project Management
2940,2023-06-14,External,Passed,Smithburgh,Justin Clements,2,490.26,4,Communication Skills
2941,2022-11-11,Internal,Completed,Mahoneyberg,Lisa Thomas DDS,3,828.68,5,Customer Service
2942,2023-02-20,External,Incomplete,South Julie,Henry Fowler,2,858.29,1,Technical Skills
2943,2023-04-04,External,Completed,North John,Tiffany Rubio,3,494.19,4,Communication Skills
2944,2023-02-17,Internal,Passed,Charlesshire,Richard Clark,4,502.56,4,Communication Skills
2945,2023-07-01,External,Failed,New Ronaldmouth,William Atkinson,5,826.82,4,Communication Skills
